epsilon_L,epsilon_R,lambda,TUR,I,I_var,J_QH,P,eff,sigma,omega,u_intra,u_inter,V_B,gammaL,gammaR,T_L,T_R
222.222222,223.222222,1.0,156.427519,0.0,0.0,0.0,0.0,0.304533,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,667.666667,1.0,556.427519,0.0,0.0,0.0,0.0,0.113132,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1112.111111,1.0,956.427519,0.0,0.0,0.0,0.0,0.069469,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1556.555556,1.0,1356.427519,0.0,0.0,0.0,0.0,0.050124,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2001.0,1.0,1756.427519,0.0,0.0,0.0,0.0,0.039207,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-1999.0,0.818182,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.0,35.998272,0.0,0.0,7e-06,5e-06,0.620699,2e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.0,155.999035,0.0,0.0,0.0,0.0,0.305086,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.0,555.999035,0.0,0.0,0.0,0.0,0.113208,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.0,955.999035,0.0,0.0,0.0,0.0,0.069498,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.0,1355.999035,0.0,0.0,0.0,0.0,0.050139,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.0,1755.999035,0.0,0.0,0.0,0.0,0.039216,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.090909,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.090909,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.090909,36.015007,0.0,0.0,7e-06,4e-06,0.62061,2e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.090909,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.090909,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.090909,156.017538,0.0,0.0,0.0,0.0,0.305062,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.090909,556.017538,0.0,0.0,0.0,0.0,0.113204,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.090909,956.017538,0.0,0.0,0.0,0.0,0.069497,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.090909,1356.017538,0.0,0.0,0.0,0.0,0.050139,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.090909,1756.017538,0.0,0.0,0.0,0.0,0.039215,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.181818,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.181818,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.181818,36.027702,0.0,0.0,7e-06,4e-06,0.620544,2e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.181818,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.181818,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.181818,156.032677,0.0,0.0,0.0,0.0,0.305043,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.181818,556.032677,0.0,0.0,0.0,0.0,0.113202,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.181818,956.032677,0.0,0.0,0.0,0.0,0.069496,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.181818,1356.032677,0.0,0.0,0.0,0.0,0.050138,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.181818,1756.032677,0.0,0.0,0.0,0.0,0.039215,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.272727,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.272727,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.272727,36.032787,0.0,0.0,8e-06,5e-06,0.620517,2e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.272727,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.272727,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.272727,156.042835,0.0,0.0,0.0,0.0,0.305029,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.272727,556.042835,0.0,0.0,0.0,0.0,0.1132,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.272727,956.042835,0.0,0.0,0.0,0.0,0.069495,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.272727,1356.042835,0.0,0.0,0.0,0.0,0.050138,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.272727,1756.042835,0.0,0.0,0.0,0.0,0.039215,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.363636,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.363636,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.363636,36.03121,0.0,0.0,1e-05,6e-06,0.620525,3e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.363636,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.363636,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.363636,156.046953,0.0,0.0,0.0,0.0,0.305024,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.363636,556.046953,0.0,0.0,0.0,0.0,0.113199,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.363636,956.046953,0.0,0.0,0.0,0.0,0.069495,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.363636,1356.046953,0.0,0.0,0.0,0.0,0.050138,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.363636,1756.046953,0.0,0.0,0.0,0.0,0.039215,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.454545,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.454545,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.454545,36.026451,0.0,0.0,1.3e-05,8e-06,0.62055,4e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.454545,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.454545,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.454545,156.045231,0.0,0.0,0.0,0.0,0.305026,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.454545,556.045231,0.0,0.0,0.0,0.0,0.113199,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.454545,956.045231,0.0,0.0,0.0,0.0,0.069495,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.454545,1356.045231,0.0,0.0,0.0,0.0,0.050138,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.454545,1756.045231,0.0,0.0,0.0,0.0,0.039215,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.545455,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.545455,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.545455,36.021153,0.0,0.0,1.6e-05,1e-05,0.620579,4e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.545455,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.545455,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.545455,156.039294,0.0,0.0,0.0,0.0,0.305034,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.545455,556.039294,0.0,0.0,0.0,0.0,0.113201,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.545455,956.039294,0.0,0.0,0.0,0.0,0.069495,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.545455,1356.039294,0.0,0.0,0.0,0.0,0.050138,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.545455,1756.039294,0.0,0.0,0.0,0.0,0.039215,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.636364,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.636364,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.636364,36.016374,0.0,0.0,1.9e-05,1.2e-05,0.620605,5e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.636364,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.636364,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.636364,156.031337,0.0,0.0,0.0,0.0,0.305044,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.636364,556.031337,0.0,0.0,0.0,0.0,0.113202,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.636364,956.031337,0.0,0.0,0.0,0.0,0.069496,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.636364,1356.031337,0.0,0.0,0.0,0.0,0.050138,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.636364,1756.031337,0.0,0.0,0.0,0.0,0.039215,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.727273,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.727273,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.727273,36.012244,0.0,0.0,2.3e-05,1.4e-05,0.620629,6e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.727273,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.727273,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.727273,156.023004,0.0,0.0,0.0,0.0,0.305055,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.727273,556.023004,0.0,0.0,0.0,0.0,0.113203,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.727273,956.023004,0.0,0.0,0.0,0.0,0.069497,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.727273,1356.023004,0.0,0.0,0.0,0.0,0.050138,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.727273,1756.023004,0.0,0.0,0.0,0.0,0.039215,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.818182,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.818182,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.818182,36.008569,0.0,0.0,2.7e-05,1.7e-05,0.62065,7e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.818182,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.818182,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.818182,156.015003,0.0,0.0,0.0,0.0,0.305065,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.818182,556.015003,0.0,0.0,0.0,0.0,0.113205,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.818182,956.015003,0.0,0.0,0.0,0.0,0.069497,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.818182,1356.015003,0.0,0.0,0.0,0.0,0.050139,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.818182,1756.015003,0.0,0.0,0.0,0.0,0.039215,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,0.909091,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,0.909091,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,0.909091,36.005124,0.0,0.0,3e-05,1.9e-05,0.62067,8e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,0.909091,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,0.909091,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,0.909091,156.007397,0.0,0.0,0.0,0.0,0.305075,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,0.909091,556.007397,0.0,0.0,0.0,0.0,0.113206,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,0.909091,956.007397,0.0,0.0,0.0,0.0,0.069498,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,0.909091,1356.007397,0.0,0.0,0.0,0.0,0.050139,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,0.909091,1756.007397,0.0,0.0,0.0,0.0,0.039216,0.0,0.09,1000,200,80,0.1,0.105,10,1
-2000.0,-2000.0,1.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1555.555556,-1555.555556,1.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-1111.111111,-1111.111111,1.0,35.999933,0.0,0.0,3.3e-05,2.1e-05,0.62069,9e-06,0.09,1000,200,80,0.1,0.105,10,1
-666.666667,-666.666667,1.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
-222.222222,-222.222222,1.0,,,,,,,,0.09,1000,200,80,0.1,0.105,10,1
222.222222,222.222222,1.0,156.0,0.0,0.0,0.0,0.0,0.305085,0.0,0.09,1000,200,80,0.1,0.105,10,1
666.666667,666.666667,1.0,556.0,0.0,0.0,0.0,0.0,0.113208,0.0,0.09,1000,200,80,0.1,0.105,10,1
1111.111111,1111.111111,1.0,956.0,0.0,0.0,0.0,0.0,0.069498,0.0,0.09,1000,200,80,0.1,0.105,10,1
1555.555556,1555.555556,1.0,1356.0,0.0,0.0,0.0,0.0,0.050139,0.0,0.09,1000,200,80,0.1,0.105,10,1
2000.0,2000.0,1.0,1756.0,0.0,0.0,0.0,0.0,0.039216,0.0,0.09,1000,200,80,0.1,0.105,10,1
-100.0,-100.0,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.0,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.0,7.918974,0.000369,0.000366,0.019703,0.014777,0.750015,0.002955,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.0,27.966145,4e-05,4e-05,0.003055,0.001617,0.529419,0.001132,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.0,47.992915,4e-06,4e-06,0.000429,0.000175,0.409095,0.000211,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.0,67.998095,0.0,0.0,5.7e-05,1.9e-05,0.333336,3.2e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.090909,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.090909,7.937638,0.000357,0.000353,0.019021,0.014261,0.749726,0.002858,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.090909,27.98481,3.9e-05,3.9e-05,0.002949,0.001561,0.529275,0.001093,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.090909,48.011451,4e-06,4e-06,0.000414,0.000169,0.409009,0.000203,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.090909,68.016603,0.0,0.0,5.5e-05,1.8e-05,0.333279,3.1e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.181818,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.181818,7.954341,0.000353,0.00035,0.018854,0.014131,0.74949,0.002838,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.181818,28.000616,3.9e-05,3.9e-05,0.002922,0.001546,0.529158,0.001084,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.181818,48.026714,4e-06,4e-06,0.00041,0.000168,0.408939,0.000201,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.181818,68.031761,0.0,0.0,5.5e-05,1.8e-05,0.333233,3.1e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.272727,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.272727,7.967671,0.000362,0.000359,0.019336,0.014489,0.749332,0.002913,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.272727,28.012007,4e-05,4e-05,0.002997,0.001586,0.529079,0.001112,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.272727,48.037103,4e-06,4e-06,0.000421,0.000172,0.408892,0.000207,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.272727,68.041955,0.0,0.0,5.6e-05,1.9e-05,0.333201,3.2e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.363636,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.363636,7.976264,0.000387,0.000384,0.020659,0.015479,0.749268,0.003114,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.363636,28.017786,4.2e-05,4.2e-05,0.003203,0.001694,0.529047,0.001188,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.363636,48.041528,5e-06,5e-06,0.00045,0.000184,0.408873,0.000221,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.363636,68.046121,0.0,0.0,6e-05,2e-05,0.333188,3.4e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.454545,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.454545,7.979287,0.000431,0.000428,0.023024,0.017251,0.749294,0.00347,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.454545,28.017732,4.7e-05,4.7e-05,0.003571,0.001889,0.52906,0.001324,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.454545,48.040113,5e-06,5e-06,0.000501,0.000205,0.408881,0.000246,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.454545,68.044445,1e-06,1e-06,6.7e-05,2.2e-05,0.333194,3.8e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.545455,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.545455,7.976951,0.000497,0.000493,0.026534,0.019884,0.749387,0.003996,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.545455,28.012883,5.4e-05,5.4e-05,0.004116,0.002178,0.529106,0.001527,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.545455,48.034372,6e-06,6e-06,0.000578,0.000236,0.408908,0.000284,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.545455,68.038538,1e-06,1e-06,7.7e-05,2.6e-05,0.333212,4.4e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.636364,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.636364,7.970832,0.000582,0.000578,0.031079,0.023294,0.749511,0.004677,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.636364,28.005058,6.4e-05,6.4e-05,0.004823,0.002552,0.529168,0.001788,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.636364,48.026429,7e-06,7e-06,0.000677,0.000277,0.408945,0.000332,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.636364,68.030583,1e-06,1e-06,9e-05,3e-05,0.333237,5.1e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.727273,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.727273,7.964257,0.000681,0.000676,0.036315,0.027223,0.749641,0.00546,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.727273,27.996106,7.5e-05,7.5e-05,0.005636,0.002983,0.529233,0.00209,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.727273,48.017955,8e-06,8e-06,0.000791,0.000324,0.408984,0.000389,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.727273,68.022228,1e-06,1e-06,0.000105,3.5e-05,0.333262,6e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.818182,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.818182,7.964852,0.000783,0.000778,0.04179,0.031333,0.749766,0.006278,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.818182,27.987534,8.6e-05,8.6e-05,0.006487,0.003433,0.529295,0.002405,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.818182,48.009769,9e-06,9e-06,0.000911,0.000372,0.409021,0.000447,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.818182,68.014197,1e-06,1e-06,0.000121,4e-05,0.333287,6.9e-05,0.09,500,300,40,0.1,0.105,10,1
-100.0,-100.0,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-77.777778,-77.777778,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-55.555556,-55.555556,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-33.333333,-33.333333,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
-11.111111,-11.111111,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
11.111111,11.111111,0.909091,,,,,,,,0.09,500,300,40,0.1,0.105,10,1
33.333333,33.333333,0.909091,8.019407,0.000883,0.000885,0.047124,0.035338,0.749884,0.007074,0.09,500,300,40,0.1,0.105,10,1
55.555556,55.555556,0.909091,27.981837,9.7e-05,9.7e-05,0.007315,0.003872,0.529354,0.002711,0.09,500,300,40,0.1,0.105,10,1
77.777778,77.777778,0.909091,48.002074,1.1e-05,1.1e-05,0.001027,0.00042,0.409057,0.000504,0.09,500,300,40,0.1,0.105,10,1
100.0,100.0,0.909091,68.00657,1e-06,1e-06,0.000137,4.6e-05,0.333311,7.7e-05,0.09,500,300,40,0.1,0.105,10,1
